id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality
361,7.6,0.12,0.23,0.6,0.052,49,116,0.9903,3.28,0.45,12.4,white,7
362,8.1,0.22,0.2,11.5,0.119,31,111,0.9948,3.43,0.61,11.9,white,6
363,5.7,0.34,0.29,34.0,0.079,52,166,0.9886,3.42,0.42,10.5,white,3
364,7.2,0.31,0.24,17.5,0.019,43,149,0.995,3.41,0.3,8.3,white,3
365,6.3,0.37,0.06,2.2,0.011,20,170,0.9892,3.42,0.29,10.7,white,4
366,6.1,0.28,0.35,4.7,0.013,24,105,0.9951,3.39,0.47,8.8,white,5
367,6.6,0.54,0.06,4.0,0.068,27,117,0.9996,3.42,0.87,11.7,red,5
368,9.3,0.33,0.07,2.5,0.099,1,70,0.9987,3.36,0.33,8.6,red,4
370,7.7,0.28,0.39,26.0,0.025,36,121,0.9965,3.04,0.35,8.6,white,5
371,5.9,0.32,0.23,0.6,0.01,60,161,0.9914,3.06,0.5,14.2,white,6
373,7.4,0.15,0.35,0.6,0.068,5,130,0.9952,3.27,0.55,9.2,white,4
374,7.5,0.45,0.37,21.5,0.009,2,9,0.9936,3.05,0.65,8.6,white,5
375,7.5,0.58,0.49,0.9,0.042,5,47,0.9967,3.24,0.73,11.1,red,6
376,6.6,0.17,0.62,13.4,0.009,37,103,0.9909,3.35,0.46,9.3,white,6
378,9.0,0.69,0.61,1.1,0.012,12,35,0.9963,3.48,0.54,8.6,red,4
380,8.0,0.63,0.39,0.9,0.094,44,40,1.0026,3.19,0.7,11.3,red,6
381,5.9,0.23,0.23,7.4,0.086,9,141,0.99,3.16,0.63,10.7,white,5
383,6.5,0.37,0.14,8.1,0.038,26,116,0.9905,3.19,0.57,11.1,white,5
384,6.0,0.25,0.2,7.2,0.085,27,125,0.9978,3.3,0.62,11.1,white,5
385,7.7,0.42,0.39,1.6,0.052,30,112,0.9931,3.14,0.51,12.2,white,4
391,7.4,0.5,0.2,3.1,0.132,6,85,0.9962,3.58,0.33,9.7,red,3
392,7.6,0.28,0.25,11.6,0.009,57,104,0.9901,3.07,0.53,8.3,white,5
393,6.9,0.66,0.06,4.4,0.02,21,101,0.9947,3.31,0.76,11.3,red,5
394,11.4,0.37,0.04,0.9,0.049,12,30,0.9964,3.42,0.75,8.4,red,6
395,5.8,0.36,1.0,2.1,0.041,6,6,0.9975,3.31,0.61,9.7,red,8
396,6.8,0.14,0.22,7.1,0.009,33,184,0.9921,3.07,0.41,9.0,white,5
397,8.2,0.37,0.27,5.9,0.019,29,102,0.994,3.26,0.49,11.2,white,5
398,8.4,0.48,0.35,14.1,0.012,51,80,0.9907,3.05,0.51,9.6,white,6
399,5.9,0.24,0.35,8.0,0.009,3,215,0.9969,3.31,0.66,10.8,white,6
400,8.3,0.23,0.45,13.5,0.019,51,117,0.9901,3.38,0.39,10.4,white,7
401,6.4,0.26,0.47,9.1,0.009,9,133,0.9933,3.25,0.51,11.8,white,7
402,6.4,0.26,0.38,11.6,0.011,50,216,0.9977,3.25,0.49,8.8,white,5
403,5.4,0.24,0.17,5.2,0.049,2,140,0.9953,3.3,0.54,10.0,white,6
404,7.0,0.35,0.12,4.1,0.018,15,80,0.9946,3.24,0.43,10.8,white,4
405,10.0,0.63,0.22,0.9,0.172,28,81,0.9968,3.17,0.53,11.3,red,4
407,9.0,0.67,0.01,1.3,0.012,32,8,0.9984,3.36,0.69,10.7,red,5
409,7.5,0.25,0.44,3.4,0.085,25,214,0.9955,3.05,0.61,9.7,white,5
410,6.3,0.08,0.13,2.7,0.019,40,202,0.9942,3.44,0.63,11.1,white,6
411,7.3,0.49,0.29,0.7,0.01,26,93,0.9948,2.9,0.59,11.5,white,6
412,9.5,0.39,0.01,4.1,0.184,10,19,0.9952,3.29,0.61,11.8,red,6
413,9.2,0.57,0.46,5.2,0.112,39,97,0.9968,3.44,0.74,9.9,red,6
415,6.7,0.24,0.4,18.3,0.047,47,146,0.9949,3.05,0.54,9.2,white,6
416,7.8,0.2,0.33,9.8,0.013,48,173,0.9938,3.14,0.36,10.6,white,6
418,6.6,0.2,0.47,0.6,0.01,70,131,0.9904,3.39,0.33,12.3,white,7
419,7.1,0.35,0.29,3.9,0.015,23,107,0.9886,3.27,0.38,8.3,white,3
420,6.8,0.29,0.35,1.6,0.083,12,128,0.991,2.97,0.4,10.3,white,6
421,9.2,0.61,0.17,3.7,0.012,5,32,0.9959,3.19,0.86,11.6,red,6
423,6.3,0.29,0.08,0.6,0.029,29,151,0.9945,3.28,0.49,10.6,white,4
424,7.6,0.39,0.4,6.2,0.033,16,122,0.9984,2.96,0.53,11.5,white,6
425,7.3,0.2,0.37,1.0,0.054,47,107,0.9973,3.14,0.57,10.0,white,6
426,7.3,0.17,0.14,4.5,0.021,26,132,0.9914,3.21,0.53,8.0,white,5
427,7.6,0.68,0.06,4.7,0.04,1,71,0.9964,3.31,0.73,10.6,red,6
429,5.5,0.69,0.07,3.8,0.045,10,6,0.9986,3.34,0.57,11.1,red,5
430,7.1,0.3,0.18,3.5,0.023,47,145,0.9957,3.13,0.41,13.6,white,6
431,6.6,0.36,0.3,2.6,0.032,22,164,0.9979,2.98,0.55,10.5,white,6
432,6.7,0.25,0.24,14.2,0.009,2,130,0.9919,3.1,0.67,10.4,white,7
433,6.9,0.48,0.3,15.2,0.042,44,133,0.9931,2.98,0.64,10.7,white,5
434,6.6,0.38,0.18,6.0,0.09,64,179,0.9931,3.21,0.57,12.0,white,6
435,5.8,0.34,0.47,3.4,0.009,58,41,0.995,3.2,0.47,12.0,white,6
436,6.3,0.08,0.38,5.3,0.045,32,138,0.9955,3.15,0.43,10.2,white,7
437,6.3,0.38,0.47,23.5,0.081,15,44,0.9952,3.15,0.27,10.6,white,5
438,6.3,0.13,0.49,8.4,0.016,63,130,0.9926,2.99,0.46,11.5,white,6
439,10.1,0.63,0.03,3.2,0.198,10,39,0.9971,3.26,0.76,12.4,red,6
440,7.5,0.32,0.33,1.2,0.009,48,153,0.996,2.9,0.79,9.3,white,6
441,5.3,0.51,0.39,0.9,0.012,30,23,0.9991,3.42,0.69,9.2,red,6
442,7.2,0.43,0.31,6.8,0.039,32,93,0.9931,3.34,0.28,11.8,white,4
443,7.6,0.18,0.04,0.9,0.101,17,48,0.996,3.23,0.66,12.0,red,7
445,6.3,0.28,0.48,3.5,0.078,23,115,0.9914,3.15,0.57,9.0,white,6
446,7.9,0.46,0.04,0.9,0.128,19,10,0.9974,3.51,0.69,11.7,red,6
447,8.3,0.21,0.25,2.1,0.011,18,203,1.0005,3.27,0.35,9.2,white,4
448,8.5,0.62,0.02,2.2,0.092,3,6,0.9989,3.35,0.39,12.0,red,7
449,7.8,0.2,0.3,9.8,0.009,56,142,0.9964,3.36,0.41,11.4,white,7
450,7.7,0.28,0.26,3.5,0.156,18,88,0.9946,3.04,0.44,9.1,white,4
451,7.4,0.39,0.4,1.7,0.009,36,83,0.9918,3.14,0.47,9.2,white,6
452,9.0,0.42,0.02,1.0,0.083,10,35,0.9952,3.46,1.03,12.7,red,8
453,6.4,0.18,0.42,1.2,0.023,41,91,0.9933,2.83,0.38,11.7,white,6
454,6.1,0.26,0.31,2.4,0.198,6,133,0.9949,3.04,0.37,12.6,white,5
455,8.6,0.32,0.59,11.5,0.009,34,111,0.9977,3.35,0.53,10.5,white,6
456,8.7,0.17,0.37,2.5,0.035,40,131,0.987,3.24,0.5,11.3,white,5
457,7.5,0.42,0.29,8.0,0.058,34,152,0.9953,3.02,0.48,11.9,white,5
458,7.6,0.22,0.28,16.7,0.009,29,123,0.9964,3.21,0.34,11.5,white,7
459,5.4,0.35,0.43,0.9,0.022,28,129,0.9941,3.04,0.58,11.1,white,5
460,6.4,0.33,0.25,2.3,0.024,7,138,0.9971,3.2,0.53,10.9,white,4
461,6.2,0.25,0.21,0.6,0.024,37,173,0.9988,3.26,0.34,8.6,white,3
462,8.4,0.13,0.52,0.6,0.009,24,158,0.9957,3.04,0.54,9.4,white,5
463,9.1,0.12,0.02,1.9,0.12,25,45,0.996,3.12,0.69,10.3,red,6
464,6.6,0.35,0.48,35.5,0.009,30,123,0.9903,3.27,0.25,11.1,white,6
465,6.4,0.4,0.31,12.9,0.038,49,107,0.9963,3.16,0.46,10.7,white,5
466,6.8,0.6,0.02,8.3,0.174,13,56,0.9973,3.43,0.53,9.9,red,4
468,6.2,0.17,0.41,18.7,0.016,36,106,0.9942,2.84,0.48,11.7,white,7
469,6.5,0.14,0.27,8.1,0.011,45,150,0.9893,2.93,0.55,9.9,white,6
470,4.8,0.3,0.31,0.6,0.073,19,77,0.998,3.35,0.58,10.4,white,7
471,6.9,0.24,0.35,0.6,0.019,30,215,0.997,3.19,0.53,11.8,white,6
472,9.0,0.84,0.4,1.8,0.053,11,6,0.994,3.28,0.92,10.0,red,5
473,6.5,0.22,0.32,12.4,0.009,48,138,0.9936,3.22,0.42,11.5,white,6
475,7.0,0.41,0.31,3.5,0.009,56,100,0.9909,3.16,0.46,10.3,white,4
476,7.5,0.37,0.23,7.8,0.009,52,137,0.9926,3.19,0.35,10.3,white,3
477,6.9,0.42,0.32,2.0,0.029,7,134,0.992,3.3,0.62,12.7,white,6
479,6.9,0.22,0.2,2.0,0.062,37,164,0.9908,3.38,0.58,10.7,white,7
480,6.9,0.25,0.1,0.6,0.052,32,121,0.9923,3.25,0.42,9.5,white,5
481,6.3,0.38,0.45,1.7,0.019,28,127,0.9925,3.11,0.73,8.8,white,6
483,7.7,0.31,0.37,7.2,0.018,35,138,0.9938,3.38,0.31,8.5,white,5
484,6.5,0.29,0.29,5.1,0.036,24,178,0.9894,3.18,0.47,10.8,white,5
485,8.8,0.23,0.02,2.2,0.084,43,21,0.9969,3.36,0.42,10.9,red,6
486,7.4,0.2,0.37,11.0,0.023,17,126,0.9985,3.04,0.55,12.4,white,7
487,6.6,0.64,0.04,4.9,0.03,38,54,0.996,3.33,0.89,8.9,red,5
488,7.9,0.3,0.31,1.1,0.012,31,152,0.9912,3.17,0.56,9.7,white,4
489,6.3,0.22,0.42,1.3,0.026,38,80,0.9974,3.14,0.36,10.5,white,5
490,6.8,0.39,0.14,0.9,0.166,41,6,0.9999,3.25,0.72,10.0,red,6
492,9.1,0.31,0.4,3.4,0.011,17,127,0.993,2.96,0.51,8.5,white,5
493,6.4,0.31,0.28,0.6,0.129,31,176,1.0009,3.31,0.54,9.0,white,4
494,10.8,0.8,0.27,1.1,0.14,17,45,0.9985,3.32,0.86,11.6,red,6
495,6.6,0.26,0.35,8.7,0.013,39,163,0.9988,3.28,0.35,9.1,white,5
496,6.4,0.29,0.35,2.5,0.029,62,63,0.995,3.39,0.24,9.9,white,5
498,7.9,0.35,0.05,1.1,0.115,20,42,0.9962,3.21,0.59,10.2,red,8
499,7.2,0.21,0.2,1.3,0.087,77,73,0.9894,3.42,0.59,9.6,white,6
500,6.7,0.27,0.46,4.4,0.053,57,237,0.9939,3.24,0.57,10.2,white,5
501,8.0,0.2,0.34,4.6,0.009,35,204,0.9954,2.98,0.41,8.7,white,4
502,7.1,0.31,0.16,4.3,0.01,27,158,0.987,3.44,0.46,11.3,white,5
503,6.9,0.25,0.38,2.8,0.061,9,166,0.9941,3.09,0.47,10.9,white,6
504,6.6,0.34,0.43,0.9,0.084,35,209,0.9885,3.06,0.61,11.7,white,6
505,6.0,0.33,0.17,0.7,0.018,56,107,0.9887,3.41,0.36,10.2,white,4
506,7.8,0.39,0.46,11.5,0.018,34,163,0.9878,3.08,0.48,8.5,white,4
507,6.9,0.39,0.2,3.9,0.022,38,73,0.9893,3.07,0.44,11.4,white,4
509,6.8,0.39,0.29,0.6,0.009,35,156,0.9896,3.17,0.57,8.0,white,4
510,6.9,0.59,0.29,1.1,0.233,1,68,0.9962,3.38,0.66,11.5,red,6
512,6.5,0.39,0.29,11.6,0.014,23,151,0.9962,3.37,0.42,9.9,white,5
514,10.7,0.12,0.12,0.9,0.06,13,21,0.9963,3.48,0.57,10.1,red,7
515,5.5,0.23,0.32,1.2,0.011,55,115,0.9965,3.47,0.37,10.8,white,6
516,11.3,0.19,0.1,1.1,0.056,36,6,0.9988,2.74,0.79,10.7,red,7
517,6.6,0.28,0.23,4.9,0.024,18,191,0.9934,3.03,0.54,9.6,white,3
518,7.3,0.21,0.29,17.9,0.009,30,157,0.9958,2.98,0.49,9.5,white,5
519,7.3,0.39,0.17,4.4,0.024,45,179,0.9942,3.28,0.65,10.6,white,4
520,7.3,0.27,0.46,2.4,0.031,36,152,0.9943,3.14,0.51,12.7,white,7
521,8.0,0.31,0.34,0.9,0.021,55,130,0.9965,3.41,0.5,12.3,white,6
522,6.4,0.24,0.28,1.1,0.026,36,194,0.9915,3.05,0.67,8.8,white,4
524,9.6,0.54,0.65,4.3,0.138,5,108,0.9982,3.65,0.66,11.7,red,6
525,5.6,0.27,0.22,4.5,0.011,50,87,0.9939,3.09,0.54,10.5,white,5
527,9.3,0.63,0.5,1.7,0.115,21,52,0.9957,3.4,0.72,11.4,red,7
528,8.0,0.28,0.17,2.0,0.037,20,137,0.9955,3.18,0.47,11.6,white,7
529,7.4,0.21,0.17,3.2,0.012,48,156,0.9899,3.35,0.62,9.4,white,7
530,7.6,0.15,0.58,0.6,0.042,57,147,0.9912,3.27,0.59,10.7,white,7
531,7.2,0.31,0.22,0.9,0.073,4,24,0.9989,3.39,0.6,9.3,red,5
532,6.2,0.57,0.23,1.5,0.123,2,6,0.9966,3.34,0.39,11.1,red,6
533,7.2,0.35,0.5,1.2,0.009,43,146,0.9948,3.23,0.49,14.0,white,6
535,7.1,0.41,0.06,2.6,0.012,23,34,0.9996,3.35,0.53,10.9,red,7
536,8.2,0.3,0.34,4.6,0.148,13,64,0.9951,3.36,0.63,10.3,red,7
538,6.8,0.12,0.41,0.6,0.091,59,102,0.999,3.21,0.29,9.4,white,6
540,7.1,0.78,0.14,0.9,0.025,50,6,0.9945,3.43,0.59,10.7,red,4
543,7.3,0.15,0.01,8.2,0.029,3,171,0.9916,3.21,0.22,12.1,white,6
544,7.3,0.43,1.0,8.7,0.07,58,34,0.9978,3.1,0.85,12.1,red,8
545,6.9,0.39,0.29,0.6,0.009,56,149,0.9889,3.09,0.6,8.6,white,5
546,7.1,0.25,0.32,3.8,0.102,52,77,0.9946,3.17,0.42,11.7,white,6
548,6.4,0.32,0.45,6.4,0.054,54,151,0.9988,3.34,0.45,10.7,white,5
549,11.9,0.76,0.27,0.9,0.027,14,64,0.9964,3.33,0.64,10.9,red,4
550,6.5,0.25,0.44,1.0,0.009,48,152,0.9964,3.09,0.61,8.8,white,4
551,8.0,0.41,0.49,0.9,0.103,20,40,0.9957,3.54,0.41,8.6,red,6
552,7.6,0.44,0.45,9.1,0.009,45,200,0.9936,3.21,0.44,9.8,white,4
553,5.7,0.69,0.38,2.0,0.127,1,54,0.9975,3.26,0.57,10.5,red,5
554,10.1,0.34,0.02,1.2,0.051,6,28,0.9972,3.24,0.72,12.9,red,6
555,8.9,0.24,0.2,1.2,0.035,52,135,0.9935,3.03,0.43,12.0,white,6
557,6.0,0.15,0.31,3.3,0.009,56,177,0.9956,3.09,0.67,10.2,white,5
559,10.7,0.76,0.03,1.5,0.07,4,32,0.9988,3.61,0.72,11.1,red,6
560,6.6,0.26,0.31,1.5,0.037,40,95,0.9912,3.28,0.49,10.7,white,6
561,6.3,0.37,0.22,19.3,0.009,45,138,1.0001,3.28,0.42,10.5,white,6
562,6.7,0.19,0.25,8.9,0.06,53,185,0.9924,3.2,0.55,11.2,white,6
563,7.0,0.35,0.32,17.1,0.028,12,175,0.9997,3.11,0.42,9.7,white,5
564,7.9,0.29,0.37,0.7,0.075,77,141,0.9996,3.12,0.39,9.2,white,3
565,5.1,0.34,0.37,1.3,0.009,52,106,0.9908,3.27,0.53,8.7,white,5
566,8.1,0.39,0.29,2.1,0.009,16,137,0.9943,2.93,0.44,11.3,white,5
567,7.1,0.48,0.11,2.2,0.086,39,41,0.9965,3.44,0.6,9.6,red,6
569,9.0,0.52,0.04,1.8,0.11,2,21,0.9936,3.46,0.77,10.2,red,5
570,5.6,0.38,0.51,1.9,0.039,34,137,0.9935,3.07,0.72,8.2,white,5
572,7.3,0.33,0.51,14.5,0.009,54,148,0.9904,3.01,0.62,8.0,white,3
574,6.4,0.26,0.4,4.7,0.043,28,78,0.9949,3.13,0.43,8.7,white,4
575,7.3,0.35,0.15,9.8,0.076,17,141,0.9916,3.03,0.34,10.6,white,4
576,8.6,0.72,0.1,3.0,0.054,1,74,0.9958,3.18,0.33,11.5,red,5
577,7.1,0.34,0.46,6.1,0.009,26,135,0.9964,3.21,0.39,10.6,white,5
579,10.8,0.56,0.06,3.0,0.012,24,19,0.9991,3.42,0.54,9.4,red,4
581,7.5,0.63,0.07,0.9,0.061,1,6,0.998,3.48,0.69,11.5,red,5
583,7.3,0.3,0.33,1.3,0.056,39,140,0.99,3.15,0.51,8.9,white,5
584,8.0,0.72,0.77,0.9,0.059,4,68,0.9947,3.21,0.63,11.0,red,7
586,10.8,0.42,0.35,0.9,0.071,20,91,0.9942,3.42,0.72,10.7,red,5
587,6.1,0.34,0.46,29.5,0.032,26,145,0.9951,3.24,0.33,10.3,white,5
588,4.9,0.22,0.44,6.6,0.043,52,161,0.9951,3.03,0.58,10.0,white,6
589,6.4,0.22,0.43,4.8,0.042,56,199,0.9962,3.4,0.27,10.7,white,4
590,8.4,0.36,0.36,5.1,0.012,17,57,0.9977,3.23,0.59,9.3,white,5
591,11.6,0.6,0.43,2.5,0.026,7,61,0.9967,3.33,0.49,14.0,red,7
592,6.4,0.26,0.26,1.9,0.009,25,103,0.9946,3.06,0.5,11.0,white,6
593,6.9,0.22,0.25,6.2,0.013,58,82,0.9945,3.04,0.56,10.4,white,6
594,7.9,0.17,0.21,2.2,0.014,58,140,0.9934,3.07,0.24,11.3,white,4
595,8.4,0.38,0.31,1.3,0.014,34,199,0.9953,3.13,0.6,9.8,white,4
596,8.7,0.28,0.18,12.4,0.009,22,186,0.9925,3.3,0.41,9.8,white,4
597,4.6,0.19,0.18,10.8,0.056,52,106,0.9943,3.12,0.43,11.5,white,6
598,6.1,0.37,0.47,1.9,0.012,83,101,0.9953,3.13,0.54,13.6,white,7
600,7.5,0.18,0.26,6.6,0.104,22,112,0.9939,3.32,0.44,11.7,white,7
601,7.3,0.2,0.28,16.7,0.037,48,169,0.9974,3.3,0.54,11.9,white,6
602,7.9,0.5,0.01,0.9,0.012,1,51,0.9969,3.62,0.61,8.8,red,4
603,7.5,0.34,0.26,1.7,0.042,37,164,0.9949,3.07,0.51,11.8,white,5
604,7.5,0.18,0.35,0.6,0.05,38,173,0.9917,2.95,0.49,8.0,white,4
606,6.9,0.3,0.32,2.5,0.009,53,78,0.9888,3.08,0.33,9.6,white,5
608,8.1,0.5,0.16,6.1,0.067,25,22,0.9967,3.45,0.63,10.8,red,5
610,9.1,0.77,0.43,6.1,0.15,5,58,0.9951,3.15,0.36,10.9,red,4
611,8.0,0.38,0.43,13.1,0.027,57,236,0.9926,3.37,0.38,10.3,white,3
613,6.2,0.28,0.48,11.2,0.146,48,170,0.9945,3.23,0.41,11.9,white,6
614,6.4,0.31,0.39,4.6,0.03,28,151,0.9951,3.35,0.55,11.5,white,6
615,9.3,0.67,0.08,2.5,0.098,15,103,0.9983,3.33,0.35,8.7,red,4
616,7.3,0.82,0.17,0.9,0.075,12,22,0.9952,3.41,0.75,8.5,red,4
617,6.3,0.36,0.31,3.7,0.058,50,210,0.994,2.94,0.5,10.8,white,5
618,7.0,0.37,0.29,1.4,0.143,1,42,0.9948,3.13,0.7,11.1,red,6
620,6.1,0.22,0.45,24.1,0.065,32,138,0.9939,3.31,0.56,10.6,white,5
621,6.9,0.16,0.35,3.3,0.048,2,94,0.9956,3.24,0.52,9.5,white,6
623,7.2,0.17,0.32,2.4,0.011,30,178,0.9924,3.11,0.44,11.1,white,5
624,7.8,0.83,0.11,1.4,0.094,5,34,0.9964,3.29,0.71,8.6,red,3
625,6.3,0.21,0.2,4.4,0.026,49,98,0.9969,3.18,0.57,10.3,white,5
626,7.1,0.44,0.02,2.6,0.067,1,61,0.9966,3.52,0.47,10.9,red,4
627,10.0,0.54,0.39,1.7,0.051,44,33,0.997,3.38,0.74,10.3,red,6
628,6.8,0.3,0.3,7.6,0.013,48,170,0.9973,3.17,0.68,10.4,white,6
629,6.6,0.4,0.19,4.9,0.022,75,103,0.9953,3.37,0.56,10.8,white,6
631,7.2,0.14,0.26,4.1,0.034,23,91,1.0034,3.22,0.54,11.7,white,6
633,7.4,0.22,0.34,4.1,0.145,40,143,0.9939,3.02,0.36,9.3,white,4
634,8.0,0.32,0.47,0.9,0.068,41,169,0.9897,3.45,0.53,11.1,white,5
635,7.5,0.27,0.38,5.6,0.023,76,79,0.9878,3.33,0.53,9.4,white,6
636,6.7,0.27,0.38,1.6,0.049,24,116,0.9943,3.33,0.53,9.6,white,6
638,5.9,0.6,0.37,0.9,0.099,10,6,0.9976,3.55,0.52,12.5,red,7
640,5.5,0.5,0.27,7.1,0.032,41,186,0.9958,3.28,0.44,11.3,white,4
641,5.9,0.24,0.35,12.1,0.042,59,180,0.9985,3.08,0.43,8.7,white,4
642,12.1,0.6,0.17,1.3,0.127,6,19,0.9944,3.54,0.46,10.1,red,6
643,6.9,0.25,0.34,0.6,0.144,25,196,0.9939,2.99,0.22,9.4,white,3
644,6.5,0.39,0.43,7.0,0.047,2,182,0.9954,3.24,0.63,9.8,white,4
645,6.9,0.27,0.45,3.3,0.038,50,197,0.9922,3.18,0.32,10.8,white,6
646,6.4,0.22,0.21,5.2,0.046,49,153,0.9948,3.03,0.41,10.7,white,6
647,9.7,0.58,0.27,1.5,0.087,47,78,0.9977,3.54,0.5,8.4,red,4
649,7.2,0.33,0.42,10.8,0.346,32,77,0.9929,3.24,0.67,8.7,white,6
650,7.6,0.11,0.44,6.3,0.021,41,127,0.9949,3.08,0.5,11.1,white,6
651,6.5,0.22,0.28,7.0,0.066,62,166,0.9947,3.21,0.41,8.4,white,4
652,6.8,0.23,0.54,3.1,0.017,44,120,1.0,3.31,0.55,8.7,white,5
653,7.7,0.21,0.43,1.3,0.125,25,136,0.996,3.46,0.74,9.8,white,4
654,8.5,0.15,0.29,7.1,0.021,46,192,0.9966,3.11,0.35,11.2,white,5
655,9.0,0.41,0.08,0.9,0.144,3,38,0.9949,3.39,0.6,9.5,red,6
656,7.1,0.34,0.71,2.9,0.071,2,103,0.9967,3.22,0.68,9.3,red,5
657,11.4,0.13,0.26,5.7,0.156,10,7,0.9958,3.16,0.58,9.1,red,6
660,6.2,0.23,0.39,5.4,0.05,57,105,0.9982,3.14,0.38,10.6,white,5
661,12.0,0.34,0.13,4.0,0.09,8,65,0.9951,3.48,0.43,11.4,red,5
662,6.5,0.08,0.39,3.7,0.078,44,188,0.9936,3.19,0.66,10.2,white,7
663,6.4,0.22,0.5,5.5,0.009,3,141,0.9957,3.14,0.44,10.8,white,7
664,6.8,0.22,0.26,12.6,0.011,48,128,0.993,3.31,0.63,10.8,white,6
665,8.6,0.48,0.3,1.3,0.058,54,181,0.9933,3.27,0.56,9.1,white,3
669,5.3,0.16,0.24,5.7,0.039,16,116,0.9923,3.31,0.23,9.1,white,4
670,8.7,0.65,0.13,1.5,0.014,21,58,0.9944,3.33,0.99,9.7,red,4
671,8.7,0.9,0.78,1.2,0.155,30,39,0.9928,3.1,0.61,11.5,red,6
672,7.4,0.19,0.16,7.8,0.086,55,60,0.9909,3.06,0.36,10.8,white,7
673,7.2,0.36,0.47,13.6,0.042,36,121,0.9923,3.12,0.42,10.5,white,5
674,6.7,0.53,0.25,0.9,0.013,5,52,0.9971,3.32,0.67,10.0,red,5
675,6.8,0.3,0.22,9.2,0.05,53,94,0.9982,3.0,0.43,12.7,white,7
676,6.6,0.38,0.39,4.6,0.118,33,129,0.9899,3.49,0.55,11.8,white,6
677,7.4,0.42,0.33,6.6,0.054,44,149,0.998,3.27,0.54,9.4,white,4
678,6.9,0.3,0.14,3.6,0.099,34,204,0.993,2.87,0.48,11.9,white,7
680,8.6,0.53,0.01,0.9,0.023,7,6,0.997,3.16,0.35,8.9,red,4
681,8.1,0.28,0.25,4.1,0.063,30,185,0.9926,3.46,0.26,9.6,white,3
682,9.0,0.15,0.43,13.7,0.105,59,132,0.9902,3.15,0.5,8.7,white,5
683,7.1,0.14,0.17,6.5,0.065,23,183,0.9929,3.01,0.35,10.0,white,6
685,7.1,0.27,0.31,1.2,0.085,48,209,0.9987,3.04,0.53,11.9,white,6
686,6.3,0.13,0.18,2.3,0.069,48,100,0.9921,3.27,0.54,8.6,white,5
687,5.2,0.33,0.32,0.9,0.068,39,140,0.9992,3.06,0.63,10.8,white,6
688,5.9,0.45,1.0,3.1,0.089,4,74,0.9948,3.46,0.59,10.4,red,7
689,7.3,0.8,0.86,0.9,0.069,52,57,1.0026,3.08,0.72,10.4,red,6
690,5.9,0.22,0.42,1.3,0.032,52,158,0.9916,3.26,0.54,11.1,white,6
691,6.5,0.27,0.25,1.4,0.021,40,121,0.9955,3.26,0.55,8.7,white,4
692,6.5,0.19,0.35,8.9,0.109,36,164,0.9926,3.1,0.29,9.8,white,4
694,6.3,0.72,0.03,0.9,0.083,7,14,0.9969,3.57,0.92,10.1,red,7
695,7.2,0.29,0.55,1.7,0.012,29,122,0.9923,3.04,0.51,12.2,white,7
696,8.2,0.26,0.52,0.9,0.116,36,48,0.9947,3.15,0.44,9.2,red,5
697,6.7,0.29,0.43,3.9,0.256,52,131,0.9949,3.3,0.59,9.8,white,7
698,7.6,0.63,0.01,10.5,0.021,34,48,0.9968,2.95,0.37,9.8,red,4
699,7.4,0.12,0.6,0.6,0.034,76,143,0.9999,3.33,0.31,10.8,white,6
700,7.5,0.19,0.14,5.3,0.009,27,97,0.9932,3.32,0.6,10.2,white,5
701,6.6,0.37,0.32,1.0,0.1,28,79,0.9894,3.12,0.37,10.2,white,5
702,6.4,0.4,0.39,18.3,0.022,17,135,0.9974,3.25,0.33,10.4,white,4
703,6.8,0.18,0.12,14.7,0.016,31,194,0.9917,3.55,0.44,10.3,white,5
704,6.8,0.26,0.26,6.2,0.009,35,146,0.994,2.94,0.42,11.4,white,5
709,7.3,0.61,0.09,1.0,0.109,64,56,0.9929,3.49,0.55,10.1,red,4
710,7.4,0.5,0.44,9.8,0.019,41,172,0.9972,3.32,0.48,11.5,white,5
711,6.9,0.48,0.3,0.9,0.066,20,76,0.998,3.26,0.9,12.1,red,8
712,7.1,0.34,0.41,0.6,0.227,23,147,0.9918,3.27,0.56,10.6,white,5
713,7.6,0.2,0.26,2.7,0.075,36,79,0.9981,3.12,0.66,11.6,white,7
714,6.7,0.49,0.41,7.0,0.07,12,192,0.9906,2.91,0.56,9.6,white,5
715,6.6,0.33,0.25,39.9,0.096,33,160,0.9972,3.12,0.53,10.1,white,5
716,6.0,0.21,0.35,3.6,0.191,56,158,0.9932,3.25,0.46,10.1,white,5
717,7.6,0.14,0.27,6.8,0.009,42,188,0.9968,3.19,0.52,10.0,white,5
718,7.5,0.43,0.38,0.6,0.178,43,102,0.9878,3.25,0.53,9.7,white,5
719,6.5,0.28,0.54,9.9,0.009,29,107,0.9986,3.14,0.27,8.8,white,6
721,7.4,0.4,0.3,3.1,0.021,75,183,0.9888,3.22,0.38,11.0,white,5
722,5.6,0.2,0.49,5.2,0.042,38,132,0.9971,2.95,0.49,9.5,white,5
724,6.3,0.28,0.43,1.5,0.009,33,118,0.9931,3.18,0.42,11.0,white,6
725,9.4,0.89,0.19,0.9,0.156,3,8,0.9945,3.28,0.65,10.1,red,4
