id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
180,700,Independent Floor,2,28.4954,77.1847,Chattarpur,Delhi South,17000,1.5601,11.8001,8.2372,16.593,51,15.35,6.5511,0.2857,9.548,11151,Chattarpur
181,875,Independent Floor,2,28.6449,77.1693,Patel Nagar,Delhi Central,22000,0.0149,12.9635,9.4357,5.0385,55,4.296,6.7742,0.2286,6.863,11151,Patel Nagar
182,650,Independent Floor,2,28.6072,77.2922,mayur vihar phase 1,Delhi East,13500,0.3914,21.1138,9.3889,7.9698,49,6.962,6.477,0.3077,9.716,11151,mayur vihar phase 1
183,600,Apartment,1,28.494,77.1602,SULTANPUR,Other,12000,0.5955,10.0151,9.3226,17.4074,442,16.001,6.3969,0.1667,9.335,5694,SULTANPUR
184,2200,Independent Floor,4,28.5486,77.2353,Greater kailash 1,Delhi South,120000,0.7995,14.7562,3.3686,10.4202,51,9.34,7.6962,0.1818,7.336,11151,Greater kailash 1
185,900,Apartment,2,28.5992,77.2961,Mayur Vihar,Delhi East,19000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.8024,0.2222,9.986,5694,Mayur Vihar
186,750,Independent House,2,28.6568,77.1213,Tagore Garden Extension,West Delhi,20000,0.5108,11.8425,13.0717,9.8623,39,8.582,6.6201,0.2667,8.822,861,Tagore Garden Extension
188,450,Apartment,1,28.6353,77.225,laxmi nagar,Other,6500,0.5294,16.3648,7.7693,0.8245,442,0.822,6.1092,0.2222,6.372,5694,laxmi nagar
189,1400,Independent Floor,3,28.7078,77.1404,Pitampura,North Delhi,40000,0.9429,17.8071,16.9573,10.7372,17,10.669,7.2442,0.2143,11.611,11151,Pitampura
192,750,Apartment,1,28.5976,77.2966,mayur vihar phase 1,Delhi East,17000,0.4323,21.2674,9.3318,8.8857,49,7.763,6.6201,0.1333,9.979,5694,mayur vihar phase 1
193,784,Apartment,1,28.6404,77.1859,Rajinder Nagar,Delhi West,12000,0.4615,13.7071,8.4302,3.4057,4,2.799,6.6644,0.1276,6.501,5694,Rajinder Nagar
194,350,Independent Floor,1,28.633,77.2766,laxmi nagar,Other,8000,0.4416,20.6789,9.9568,5.5533,442,5.098,5.8579,0.2857,9.158,11151,laxmi nagar
196,590,Independent Floor,2,28.5932,77.306,New Ashok Nagar,Delhi East,12000,0.6368,22.0634,10.0378,9.9222,49,8.699,6.3801,0.339,10.665,11151,New Ashok Nagar
197,875,Apartment,1,28.655,77.1888,Karol Bagh,North Delhi,12000,1.2382,15.065,9.9485,3.45,17,3.528,6.7742,0.1143,7.425,5694,Karol Bagh
201,550,Independent Floor,1,28.4961,77.182,Chattarpur,Delhi South,13000,1.3501,11.541,8.2415,16.5774,51,15.318,6.3099,0.1818,9.427,11151,Chattarpur
202,350,Independent Floor,1,28.5285,77.2615,Kalkaji,Delhi South,14000,1.8066,17.5536,6.762,13.1675,51,12.052,5.8579,0.2857,9.822,11151,Kalkaji
204,2200,Independent Floor,4,28.5491,77.2138,Siri Fort,Other,100000,0.964,12.6537,2.0594,10.2902,442,9.155,7.6962,0.1818,6.492,11151,Other
205,550,Independent Floor,1,28.5619,77.0428,Sector 23B Dwarka,Dwarka,6500,1.8391,4.169,16.1535,19.5195,72,16.679,6.3099,0.1818,10.42,11151,Other
206,900,Independent Floor,2,28.5107,77.201,Sainik Farms,Delhi South,20000,1.0939,12.3922,6.261,14.6473,51,13.476,6.8024,0.2222,8.599,11151,Sainik Farms
207,900,Independent Floor,3,28.6211,77.0448,nawada,Delhi Central,15000,0.0964,8.3046,17.0366,17.3492,55,14.655,6.8024,0.3333,10.697,11151,nawada
210,3375,Independent Floor,3,28.5613,77.2546,East of Kailash,Delhi South,75000,0.7947,16.6455,4.6227,9.5072,51,8.431,8.1242,0.0889,7.893,11151,East of Kailash
212,2250,Independent Floor,3,28.5493,77.2427,Greater Kailash,Delhi South,60000,0.6661,15.4759,3.9282,10.4606,51,9.384,7.7187,0.1333,7.633,11151,Greater Kailash
213,744,Independent Floor,2,28.6455,77.1661,Patel Nagar,Delhi Central,17000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.612,0.2688,7.024,11151,Patel Nagar
214,2200,Apartment,4,28.5763,77.0464,Sector 19 Dwarka,Dwarka,60000,1.1644,4.4307,15.8218,18.5185,72,15.714,7.6962,0.1818,9.984,5694,Sector 19 Dwarka
215,676,Independent Floor,1,28.6457,77.1685,Patel Nagar,Delhi Central,15000,0.1089,12.9824,9.552,5.1267,55,4.394,6.5162,0.1479,6.942,11151,Patel Nagar
216,1111,Independent Floor,1,28.6281,77.1402,Naraina,Delhi Central,17000,0.5716,9.764,9.476,8.0136,55,6.513,7.013,0.09,6.956,11151,Naraina
217,675,Independent Floor,2,28.6194,77.0463,Uttam Nagar,West Delhi,13500,0.1441,8.0798,16.8418,17.2344,39,14.549,6.5147,0.2963,10.575,11151,Uttam Nagar
219,1250,Independent Floor,2,28.5507,77.2381,Greater kailash 1,Delhi South,60000,0.6401,15.0198,3.4637,10.2301,51,9.153,7.1309,0.16,7.338,11151,Greater kailash 1
220,2000,Independent House,3,28.6727,77.104,Paschim Vihar,West Delhi,31000,0.6784,13.191,15.514,11.9168,39,10.617,7.6009,0.15,10.325,861,Paschim Vihar
221,900,Independent Floor,2,28.6218,77.0558,Uttam Nagar,West Delhi,12000,0.0455,7.9294,16.0644,16.2743,39,13.718,6.8024,0.2222,10.078,11151,Uttam Nagar
222,750,Independent Floor,1,28.5337,77.2083,Malviya Nagar,Delhi South,18000,0.7435,12.3243,3.6726,12.0279,51,10.876,6.6201,0.1333,7.192,11151,Malviya Nagar
223,700,Independent House,1,28.5641,77.1958,Safdarjung Enclave,Delhi South,22000,1.1214,10.9224,1.2135,8.9424,51,7.693,6.5511,0.1429,5.55,861,Safdarjung Enclave
226,300,Independent Floor,1,28.5601,77.248,East of Kailash,Delhi South,12500,0.6537,15.992,4.004,9.4312,51,8.362,5.7038,0.3333,7.52,11151,East of Kailash
227,1800,Apartment,3,28.6066,77.2937,mayur vihar phase 1,Delhi East,36000,0.4723,21.2342,9.4846,8.1283,49,7.103,7.4955,0.1667,9.83,5694,mayur vihar phase 1
228,1050,Apartment,2,28.7221,77.1285,Sector 13 Rohini,Rohini,22000,1.4995,19.0142,18.8679,12.6712,12,12.541,6.9565,0.1905,13.013,5694,Sector 13 Rohini
229,3150,Independent Floor,4,28.6206,77.0899,Janakpuri,West Delhi,55000,0.7544,7.2995,12.9771,12.9987,39,10.843,8.0552,0.127,8.507,11151,Janakpuri
231,1400,Independent Floor,2,28.6703,77.0934,Paschim Vihar,West Delhi,20000,1.0424,12.8208,16.024,12.8472,39,11.336,7.2442,0.1429,10.684,11151,Paschim Vihar
232,1100,Independent Floor,3,28.668,77.102,Paschim Vihar,West Delhi,23000,1.1775,12.6456,15.2503,11.9611,39,10.554,7.0031,0.2727,10.259,11151,Paschim Vihar
233,900,Independent Floor,2,28.5103,77.199,Sainik Farms,Delhi South,18000,1.1468,12.2337,6.3308,14.7203,51,13.54,6.8024,0.2222,8.608,11151,Sainik Farms
234,1300,Independent Floor,2,28.4943,77.1841,Chattarpur,Delhi South,16000,1.6213,11.8175,8.3663,16.7202,51,15.475,7.1701,0.1538,9.631,11151,Chattarpur
236,720,Independent Floor,2,28.6115,77.1001,Tihar Jail,Other,18000,1.5801,6.4577,11.6401,12.2555,442,10.154,6.5793,0.2778,7.983,11151,Other
237,1150,Apartment,2,28.5992,77.2961,Mayur Vihar,Delhi East,19400,0.5772,21.2618,9.3542,8.7518,49,7.644,7.0475,0.1739,9.986,5694,Mayur Vihar
238,1000,Independent Floor,1,28.6352,77.1175,Subhash Nagar,Delhi Central,28000,1.0371,9.4655,11.6399,10.1173,55,8.444,6.9078,0.1,8.065,11151,Subhash Nagar
239,350,Independent Floor,1,28.5988,77.2981,mayur vihar phase 1,Delhi East,6500,0.6207,21.4387,9.5156,8.9369,49,7.812,5.8579,0.2857,10.128,11151,mayur vihar phase 1
240,1800,Independent Floor,3,28.5523,77.2358,Greater kailash 1,Delhi South,65000,0.6963,14.7884,3.1784,10.0204,51,8.943,7.4955,0.1667,7.171,11151,Greater kailash 1
241,450,Apartment,1,28.4929,77.1633,SULTANPUR,Other,9000,0.7324,10.317,9.287,17.4257,442,16.044,6.1092,0.2222,9.441,5694,SULTANPUR
242,621,Independent Floor,1,28.7035,77.1619,Shalimar Bagh,Delhi North,17500,0.2705,18.1197,15.7941,8.9392,8,9.249,6.4313,0.161,10.781,11151,Shalimar Bagh
243,600,Independent Floor,2,28.7284,77.0871,Rohini sector 24,West Delhi,14000,2.1164,19.2332,21.4435,16.211,39,15.396,6.3969,0.3333,14.751,11151,Rohini sector 24
244,1200,Apartment,2,28.6656,77.1281,Punjabi Bagh,Delhi Central,25000,0.8628,12.9845,13.4362,9.4321,55,8.429,7.0901,0.1667,9.179,5694,Punjabi Bagh
245,550,Apartment,1,28.5055,77.233,Devli Nai Basti,Other,6000,3.6035,15.5145,7.2372,15.1473,442,14.059,6.3099,0.1818,10.376,5694,Other
246,400,Independent Floor,1,28.5923,77.3055,New Ashok Nagar,Delhi East,9000,0.5353,22.0034,9.9691,9.9418,49,8.716,5.9915,0.25,10.612,11151,New Ashok Nagar
247,1600,Apartment,4,28.588,77.0585,Sector 10 Dwarka,Dwarka,28000,0.7395,4.4718,14.7957,16.9468,72,14.291,7.3778,0.25,9.238,5694,Sector 10 Dwarka
248,520,Apartment,1,28.5308,77.2168,Khirki Extension,Other,13400,1.3204,13.2034,4.0905,12.295,442,11.176,6.2538,0.1923,7.727,5694,Khirki Extension
249,600,Independent House,1,28.6455,77.1661,Patel Nagar,Delhi Central,15000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.3969,0.1667,7.024,861,Patel Nagar
250,750,Apartment,2,28.713,77.1802,Model Town,North Delhi,22000,0.6399,19.861,16.4246,8.8422,17,9.568,6.6201,0.2667,11.442,5694,Model Town
251,1000,Independent Floor,3,28.5984,77.0782,Mahavir Enclave,Dwarka,18000,0.5118,4.8578,13.1478,14.7372,72,12.331,6.9078,0.3,8.314,11151,Mahavir Enclave
252,1100,Independent Floor,2,28.5108,77.1976,Sainik Farms,Delhi South,25000,1.1144,12.086,6.2938,14.6834,51,13.497,7.0031,0.1818,8.544,11151,Sainik Farms
253,450,Independent Floor,1,28.6425,77.1721,Patel Nagar,Delhi Central,11000,0.3925,12.9366,9.0848,4.7567,55,3.987,6.1092,0.2222,6.793,11151,Patel Nagar
255,900,Independent Floor,2,28.7043,77.15,Poorvi Pitampura,Other,20000,0.9671,17.7493,16.2519,9.7978,442,9.876,6.8024,0.2222,11.192,11151,Poorvi Pitampura
256,1800,Apartment,3,28.6072,77.0414,Sector 3 Dwarka,Dwarka,30000,1.3557,7.1836,16.885,17.947,72,15.144,7.4955,0.1667,10.843,5694,Sector 3 Dwarka
257,900,Independent Floor,2,28.5143,77.2017,Saket,Delhi South,16000,0.6996,12.3017,5.8514,14.2372,51,13.067,6.8024,0.2222,8.272,11151,Saket
260,1550,Independent Floor,3,28.4987,77.1822,Chattarpur,Delhi South,20000,1.1283,11.4008,7.9631,16.2943,51,15.034,7.346,0.1935,9.197,11151,Chattarpur
261,2250,Independent Floor,4,28.6718,77.0842,Paschim Vihar,West Delhi,40000,1.0687,12.9596,16.7785,13.7579,39,12.122,7.7187,0.1778,11.141,11151,Paschim Vihar
262,1800,Independent Floor,3,28.6443,77.3023,Dayanand Vihar,Other,35000,0.5321,23.4801,12.6147,7.982,442,7.413,7.4955,0.1667,11.152,11151,Other
263,1950,Apartment,3,28.5987,77.0402,Sector 12 Dwarka,Dwarka,36000,0.7065,6.5167,16.7718,18.2855,72,15.44,7.5756,0.1538,10.57,5694,Sector 12 Dwarka
264,1800,Apartment,3,28.5818,77.0684,Sector 9 Dwarka,Dwarka,27000,0.8809,3.3747,13.7371,16.3086,72,13.761,7.4955,0.1667,8.575,5694,Sector 9 Dwarka
267,1125,Independent Floor,3,28.6693,77.1057,Paschim Vihar,West Delhi,25000,1.0869,12.8435,15.1224,11.6555,39,10.329,7.0255,0.2667,10.177,11151,Paschim Vihar
268,900,Apartment,1,28.6181,77.3065,Mayur Vihar II,Delhi East,13000,0.2475,22.8038,11.202,8.7888,49,7.777,6.8024,0.1111,10.761,5694,Mayur Vihar II
269,650,Independent Floor,2,28.67,77.1992,Shakti Nagar,North Delhi,17500,0.3653,16.9754,11.4592,3.7725,17,4.522,6.477,0.3077,8.143,11151,Other
270,1000,Apartment,3,28.6619,77.2274,Delhi,Delhi East,27000,0.5254,18.3159,10.7057,2.3322,49,3.494,6.9078,0.3,7.97,5694,Delhi
271,1200,Apartment,3,28.4984,77.1868,Chattarpur,Delhi South,17000,1.4742,11.7971,7.862,16.2256,51,14.992,7.0901,0.25,9.34,5694,Chattarpur
272,3200,Apartment,4,28.5931,77.0354,Sector 12 Dwarka,Dwarka,45000,0.5238,6.4172,17.115,18.9036,72,15.988,8.0709,0.125,10.74,5694,Sector 12 Dwarka
273,1550,Apartment,3,28.6029,77.0492,Sector 4,Dwarka,18200,1.4445,6.3513,16.0176,17.3086,72,14.583,7.346,0.1935,10.281,5694,Sector 4
274,900,Independent Floor,2,28.5707,77.2437,Lajpat Nagar,Delhi South,34500,0.6967,15.6623,3.5417,8.187,51,7.131,6.8024,0.2222,7.022,11151,Lajpat Nagar
275,450,Apartment,1,28.5279,77.2905,Saidabad,Other,9000,0.3067,20.3605,9.1694,14.3412,442,13.099,6.1092,0.2222,11.044,5694,Saidabad
276,1700,Apartment,3,28.5915,77.0676,Sector 6 Dwarka,Dwarka,30000,1.3202,4.3896,13.9858,15.9715,72,13.427,7.4384,0.1765,8.917,5694,Sector 6 Dwarka
277,720,Independent Floor,2,28.6198,77.0791,Janakpuri,West Delhi,27000,0.714,7.2142,13.8925,14.06,39,11.77,6.5793,0.2778,8.97,11151,Janakpuri
278,2250,Independent Floor,3,28.5428,77.2055,Sarvpriya Vihar,Delhi South,62000,0.0661,11.8968,2.6728,11.0583,51,9.888,7.7187,0.1333,6.424,11151,Sarvpriya Vihar
279,1200,Independent Floor,2,28.5923,77.0407,Sector 12 Dwarka,Dwarka,25000,0.005,5.971,16.5865,18.4333,72,15.578,7.0901,0.1667,10.249,11151,Sector 12 Dwarka
280,2350,Apartment,4,28.6009,77.0525,Sector 4 Dwarka,Dwarka,38000,1.4967,5.9961,15.6589,17.0619,72,14.367,7.7622,0.1702,10.053,5694,Sector 4 Dwarka
281,500,Apartment,1,28.6513,77.1321,Ramesh Nagar,Delhi Central,14999,0.1948,11.6468,11.9329,8.7277,55,7.52,6.2146,0.2,8.126,5694,Ramesh Nagar
282,500,Apartment,1,28.4972,77.1613,SULTANPUR,Other,9500,0.2273,9.8576,8.9598,17.0346,442,15.632,6.2146,0.2,9.02,5694,SULTANPUR
283,800,Independent Floor,2,28.66,77.187,Karol Bagh,North Delhi,26000,1.231,15.3567,10.5232,3.8719,17,4.05,6.6846,0.25,7.746,11151,Karol Bagh
284,1900,Apartment,3,28.5901,77.0501,Sector 11 Dwarka,Dwarka,35000,0.4088,5.1687,15.6449,17.6374,72,14.888,7.5496,0.1579,9.715,5694,Sector 11 Dwarka
285,1200,Independent Floor,2,28.5647,77.1949,Safdarjung Enclave,Delhi South,60000,1.0066,10.8418,1.2832,8.8959,51,7.64,7.0901,0.1667,5.507,11151,Safdarjung Enclave
287,1452,Independent Floor,3,28.572,77.0708,Sector-8 Dwarka,Other,23000,0.6025,2.3327,13.4131,16.5662,442,14.046,7.2807,0.2066,8.229,11151,Sector-8 Dwarka
288,1800,Independent Floor,3,28.5335,77.2109,Malviya Nagar,Delhi South,45000,0.918,12.5786,3.7073,12.0275,51,10.887,7.4955,0.1667,7.308,11151,Malviya Nagar
289,2700,Independent House,3,28.5633,77.1912,Safdarjung Enclave,Delhi South,100000,0.8854,10.4604,1.6767,9.1585,51,7.877,7.901,0.1111,5.545,861,Safdarjung Enclave
290,1800,Apartment,3,28.5949,77.0652,Sector 6 Dwarka,Dwarka,50000,1.6027,4.8302,14.2953,16.0672,72,13.503,7.4955,0.1667,9.199,5694,Sector 6 Dwarka
291,950,Independent House,3,28.6035,77.2911,mayur vihar phase 1,Delhi East,22000,0.2147,20.8978,9.1023,8.0755,49,7.041,6.8565,0.3158,9.573,861,mayur vihar phase 1
293,1350,Independent Floor,3,28.65,77.1423,Kirti Nagar,Delhi Central,28000,0.8973,11.9574,11.2247,7.718,55,6.648,7.2079,0.2222,7.949,11151,Kirti Nagar
294,600,Independent Floor,1,28.6438,77.1641,Patel Nagar,Delhi Central,21000,0.5188,12.5477,9.5339,5.5341,55,4.67,6.3969,0.1667,7.034,11151,Patel Nagar
295,1800,Independent Floor,3,28.6687,77.0997,Paschim Vihar,West Delhi,40000,1.1244,12.6944,15.4617,12.1999,39,10.766,7.4955,0.1667,10.37,11151,Paschim Vihar
296,1800,Independent Floor,3,28.5818,77.2436,Jangpura,Delhi South,70000,0.4246,15.8334,3.8744,7.006,51,5.972,7.4955,0.1667,6.785,11151,Jangpura
297,670,Independent Floor,2,28.617,77.0457,Uttam Nagar,West Delhi,17000,0.3629,7.8683,16.8043,17.3323,39,14.626,6.5073,0.2985,10.592,11151,Uttam Nagar
298,950,Independent Floor,2,28.5693,77.2441,Lajpat Nagar,Delhi South,30000,0.5608,15.6814,3.5621,8.3474,51,7.29,6.8565,0.2105,7.038,11151,Lajpat Nagar
301,750,Independent Floor,2,28.6459,77.1107,Tagore Garden Extension,West Delhi,16000,0.321,10.3986,12.9145,10.7607,39,9.146,6.6201,0.2667,8.599,11151,Tagore Garden Extension
302,350,Independent Floor,1,28.5677,77.2433,Lajpat Nagar III,Delhi South,8000,0.542,15.5829,3.4712,8.4938,51,7.434,5.8579,0.2857,7.022,11151,Lajpat Nagar III
303,500,Independent Floor,1,28.7019,77.2067,Dr Mukherji Nagar,North Delhi,12000,0.4099,20.1966,14.9664,6.8097,17,7.86,6.2146,0.2,10.596,11151,Dr Mukherji Nagar
307,1200,Independent Floor,3,28.5843,77.0716,Palam,Dwarka,24000,1.2288,3.5014,13.4692,15.9135,72,13.404,7.0901,0.25,8.528,11151,Palam
308,900,Independent Floor,2,28.6642,77.0904,Paschim Vihar,West Delhi,21000,1.7307,12.1269,15.7515,12.9757,39,11.329,6.8024,0.2222,10.646,11151,Paschim Vihar
309,900,Independent Floor,3,28.6637,77.1029,Paschim Vihar,West Delhi,25000,1.6564,12.186,14.8415,11.7667,39,10.307,6.8024,0.3333,10.113,11151,Paschim Vihar
310,1450,Independent Floor,3,28.5342,77.2872,Jasola,Delhi South,35000,0.5671,19.9513,8.5702,13.5735,51,12.35,7.2793,0.2069,10.666,11151,Jasola
311,990,Independent House,2,28.6151,77.0341,Sewak Park,Dwarka,10000,0.4734,8.3015,17.8084,18.4798,72,15.624,6.8977,0.202,11.266,861,Other
312,1020,Independent Floor,2,28.6353,77.1022,Ashok Nagar,West Delhi,24000,0.5927,9.0792,12.8144,11.6038,39,9.738,6.9276,0.1961,8.523,11151,Ashok Nagar
313,474,Independent Floor,1,28.6455,77.1661,Patel Nagar,Delhi Central,11000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.1612,0.211,7.024,11151,Patel Nagar
314,900,Independent Floor,2,28.5352,77.2111,Malviya Nagar,Delhi South,22000,1.036,12.5624,3.5229,11.84,51,10.699,6.8024,0.2222,7.24,11151,Malviya Nagar
315,350,Independent Floor,1,28.5988,77.2873,mayur vihar phase 1,Delhi East,8000,0.6844,20.4101,8.5436,8.0588,49,7.009,5.8579,0.2857,9.424,11151,mayur vihar phase 1
316,1650,Independent Floor,3,28.6945,77.1147,Tarun Enclave,Other,60000,1.8231,15.7479,16.8213,11.898,442,11.137,7.4085,0.1818,11.573,11151,Other
317,900,Apartment,2,28.5343,77.2084,Sheikh Sarai,Delhi Central,18000,0.7971,12.323,3.6114,11.9659,55,10.815,6.8024,0.2222,7.174,5694,Sheikh Sarai
318,1600,Apartment,3,28.5924,77.0468,Sector 11 Dwarka,Dwarka,34000,0.5999,5.5639,16.0014,17.863,72,15.08,7.3778,0.1875,10.007,5694,Sector 11 Dwarka
320,900,Independent Floor,2,28.5762,77.2424,Lajpat Nagar,Delhi South,37500,0.8342,15.6101,3.5371,7.5658,51,6.518,6.8024,0.2222,6.887,11151,Lajpat Nagar
321,1200,Apartment,2,28.5858,77.0359,Sector 18B Dwarka,Dwarka,20000,0.855,5.8754,16.948,19.1032,72,16.181,7.0901,0.1667,10.695,5694,Sector 18B Dwarka
322,800,Independent House,2,28.6246,77.2987,Mandawali,Delhi East,22000,0.5598,22.3175,10.9572,7.8575,49,7.011,6.6846,0.25,10.423,861,Other
323,500,Apartment,1,28.5905,77.3045,New Ashok Nagar,Delhi East,8000,0.334,21.8688,9.819,9.967,49,8.74,6.2146,0.2,10.497,5694,New Ashok Nagar
324,150,Independent Floor,1,28.6619,77.2274,Delhi,Delhi East,25000,0.5254,18.3159,10.7057,2.3322,49,3.494,5.0106,0.6667,7.97,11151,Delhi
325,350,Independent Floor,1,28.6349,77.1793,New Rajendra Nagar,Other,21000,0.816,12.8189,8.0438,4.1184,442,3.203,5.8579,0.2857,6.449,11151,New Rajendra Nagar
326,900,Independent Floor,3,28.6461,77.1731,Patel Nagar,Delhi Central,35000,0.3963,13.3059,9.4165,4.6778,55,4.044,6.8024,0.3333,6.949,11151,Patel Nagar
327,900,Independent Floor,1,28.5639,77.243,Lajpat Nagar,Delhi South,18000,0.5775,15.5288,3.4642,8.8978,51,7.833,6.8024,0.1111,7.117,11151,Lajpat Nagar
328,900,Apartment,2,28.5144,77.2018,Sainik Farms,Delhi South,16000,0.7001,12.3115,5.8486,14.2341,51,13.065,6.8024,0.2222,8.274,5694,Sainik Farms
329,550,Independent Floor,1,28.6339,77.119,Subhash Nagar,Delhi Central,15000,1.1061,9.3793,11.4276,9.9773,55,8.305,6.3099,0.1818,7.973,11151,Subhash Nagar
330,2200,Apartment,3,28.7022,77.139,Vaishali,Delhi East,25250,0.4925,17.1635,16.4335,10.4222,49,10.252,7.6962,0.1364,11.128,5694,Vaishali
332,750,Independent Floor,3,28.7238,77.0834,Sector 23 Rohini,Rohini,15000,2.3361,18.7221,21.229,16.2183,12,15.28,6.6201,0.4,14.626,11151,Sector 23 Rohini
333,1500,Apartment,3,28.5973,77.0572,Sector 5 Dwarka,Dwarka,25000,1.4223,5.4169,15.1145,16.7269,72,14.077,7.3132,0.2,9.67,5694,Sector 5 Dwarka
334,1600,Apartment,3,28.5949,77.0652,Sector 6 Dwarka,Dwarka,29000,1.6027,4.8302,14.2953,16.0672,72,13.503,7.3778,0.1875,9.199,5694,Sector 6 Dwarka
335,250,Independent Floor,1,28.5607,77.2144,Gautam Nagar,Delhi South,13000,0.7927,12.7074,0.9341,8.9939,51,7.857,5.5215,0.4,5.857,11151,Gautam Nagar
336,1000,Independent Floor,2,28.7119,77.1328,Sector 14 Rohini,Rohini,21000,0.822,18.0296,17.6745,11.5965,12,11.429,6.9078,0.2,12.031,11151,Sector 14 Rohini
337,1658,Apartment,3,28.5859,77.0359,Sector 18 Sector 18A Dwarka,Other,26000,0.85,5.8852,16.9544,19.105,442,16.183,7.4134,0.1809,10.699,5694,Other
338,980,Independent Floor,2,28.5628,77.2474,Lajpat Nagar IV,Delhi South,30000,0.3643,15.9437,3.8967,9.1224,51,8.056,6.8876,0.2041,7.332,11151,Lajpat Nagar IV
340,550,Independent Floor,1,28.6153,77.0291,Dwarka Sector 15,Dwarka,7000,0.6137,8.6241,18.2869,18.9629,72,16.047,6.3099,0.1818,11.622,11151,Other
341,875,Apartment,1,28.645,77.1693,Patel Nagar,Delhi Central,19000,0.008,12.9694,9.4427,5.039,55,4.299,6.7742,0.1143,6.865,5694,Patel Nagar
343,1000,Independent Floor,2,28.4603,77.1054,DLF Phase 5,Other,24000,2.4377,10.6802,15.4903,23.0539,442,21.228,6.9078,0.2,12.916,11151,DLF Phase 5
345,1658,Independent Floor,3,28.5876,77.0738,Sector 7 Dwarka,Dwarka,30000,0.8403,3.7754,13.3141,15.573,72,13.092,7.4134,0.1809,8.376,11151,Sector 7 Dwarka
347,1600,Apartment,3,28.5597,77.0559,Sector 22 Dwarka,Dwarka,30000,0.862,2.8607,14.8801,18.5015,72,15.819,7.3778,0.1875,9.276,5694,Sector 22 Dwarka
348,4500,Independent Floor,4,28.5415,77.2161,Panchsheel Park,Delhi South,160000,0.4066,12.9458,2.9286,11.1178,51,9.994,8.4118,0.0889,6.85,11151,Panchsheel Park
351,350,Independent Floor,1,28.5628,77.2474,Lajpat Nagar IV,Delhi South,8000,0.3643,15.9437,3.8967,9.1224,51,8.056,5.8579,0.2857,7.332,11151,Lajpat Nagar IV
354,750,Apartment,2,28.7039,77.1493,Pitampura,North Delhi,24000,0.9412,17.6799,16.231,9.8126,17,9.871,6.6201,0.2667,11.166,5694,Pitampura
356,900,Independent Floor,2,28.4958,77.182,Chattarpur,Delhi South,18000,1.3808,11.563,8.2722,16.609,51,15.351,6.8024,0.2222,9.456,11151,Chattarpur
357,1800,Apartment,3,28.5613,77.0573,Sector 22 Dwarka,Dwarka,35000,1.014,2.7657,14.7352,18.2972,72,15.629,7.4955,0.1667,9.203,5694,Sector 22 Dwarka
358,750,Apartment,2,28.4931,77.1818,Chattarpur,Delhi South,14000,1.6373,11.7176,8.5639,16.9053,51,15.648,6.6201,0.2667,9.706,5694,Chattarpur
359,1800,Independent Floor,3,28.5725,77.2297,Defence Colony,Delhi South,65000,0.6912,14.3268,2.2343,7.722,51,6.644,7.4955,0.1667,6.244,11151,Defence Colony
360,747,Independent Floor,1,28.6518,77.1645,Patel Nagar,Delhi Central,12500,0.6689,13.2783,10.3268,5.6112,55,4.98,6.6161,0.1339,7.471,11151,Patel Nagar
361,950,Apartment,2,28.6166,77.0948,Janakpuri,West Delhi,20000,1.0016,6.9129,12.3514,12.6184,39,10.49,6.8565,0.2105,8.221,5694,Janakpuri
362,450,Independent Floor,1,28.5222,77.2103,Saket,Delhi South,15000,0.9849,12.8131,4.9554,13.2835,51,12.145,6.1092,0.2222,8.009,11151,Saket
364,1000,Independent Floor,3,28.712,77.1827,Model Town,North Delhi,22000,0.5874,19.8752,16.2716,8.6309,17,9.391,6.9078,0.3,11.341,11151,Model Town
365,1900,Independent Floor,3,28.5457,77.2453,Greater Kailash,Delhi South,85000,0.4952,15.751,4.3563,10.9127,51,9.834,7.5496,0.1579,7.879,11151,Greater Kailash
366,900,Independent Floor,3,28.6985,77.1408,Pitampura,North Delhi,25000,0.0575,16.8385,15.9943,10.0304,17,9.846,6.8024,0.3333,10.73,11151,Pitampura
367,742,Independent Floor,1,28.6528,77.1921,Karol Bagh,North Delhi,12500,1.0478,15.1056,9.6449,3.0498,17,3.152,6.6093,0.1348,7.212,11151,Karol Bagh
368,451,Independent Floor,1,28.6423,77.2768,Kundan Nagar,Other,10000,1.2922,21.1407,10.7426,5.4849,442,5.246,6.1115,0.2217,9.665,11151,Other
369,1652,Apartment,3,28.5582,77.0548,Sector 22 Dwarka,Dwarka,27000,0.7459,2.9428,14.9976,18.6746,72,15.981,7.4097,0.1816,9.34,5694,Sector 22 Dwarka
